review_id,review_text,sentiment_hint
498,The back panel attracts fingerprints easily. Smooth display experience because of high refresh rate. Speakers are loud and clear.,Neutral
499,"Audio output is weak and lacks bass. Multitasking works flawlessly. Camera quality is mediocre, especially indoors.",Negative
500,Colors on the screen look washed out. Call quality is excellent.,Positive
501,Battery heats up during gaming sessions.,Positive
502,Multitasking works flawlessly. Display feels dim under sunlight. Sound crackles at high volume.,Neutral
503,Battery drains faster than expected.,Negative
504,Charging is slow compared to competitors. Display feels dim under sunlight.,Positive
505,Multitasking works flawlessly. Colors on the screen look washed out.,Positive
506,The display is bright and vibrant. Night mode camera shots look impressive. Performance is super smooth with no lag.,Positive
507,Charging is slow compared to competitors.,Negative
508,Phone lags when running heavy apps.,Negative
509,Gaming performance is average. Battery backup is solid and lasts all day. The display is bright and vibrant.,Neutral
510,Call quality is excellent.,Positive
511,"Multitasking works flawlessly. Camera quality is mediocre, especially indoors. Charging is slow compared to competitors.",Negative
512,Battery heats up during gaming sessions.,Neutral
513,Multitasking works flawlessly. Speakers are loud and clear.,Positive
514,Charging is slow compared to competitors.,Positive
515,Display feels dim under sunlight. Call quality is excellent. The back panel attracts fingerprints easily.,Negative
516,Build quality feels premium and sturdy. Battery heats up during gaming sessions.,Negative
517,Speakers are loud and clear. Build quality feels premium and sturdy. Battery drains faster than expected.,Positive
518,Display feels dim under sunlight. Build quality feels premium and sturdy.,Negative
519,Camera tends to overexpose images sometimes. Speakers are loud and clear.,Negative
520,"Audio output is weak and lacks bass. Camera quality is mediocre, especially indoors.",Negative
521,Audio output is weak and lacks bass. Charging is slow compared to competitors.,Positive
522,"Camera quality is mediocre, especially indoors. Phone lags when running heavy apps. Feels slightly bulky in hand.",Positive
523,Phone lags when running heavy apps. Feels slightly bulky in hand.,Neutral
524,Phone lags when running heavy apps. The camera performs exceptionally well in daylight.,Neutral
525,Speakers are loud and clear. The camera performs exceptionally well in daylight.,Positive
526,Display feels dim under sunlight. Call quality is excellent. Night mode camera shots look impressive.,Neutral
527,Performance is super smooth with no lag.,Neutral
528,Phone lags when running heavy apps. Night mode camera shots look impressive. Battery drains faster than expected.,Neutral
529,Build quality feels premium and sturdy.,Neutral
530,Smooth display experience because of high refresh rate. Battery backup is solid and lasts all day. Night mode camera shots look impressive.,Positive
531,Smooth display experience because of high refresh rate.,Positive
532,Gaming performance is average.,Positive
533,Camera tends to overexpose images sometimes. Battery drains faster than expected.,Positive
534,"Display feels dim under sunlight. Camera quality is mediocre, especially indoors.",Positive
535,Speakers are loud and clear.,Negative
536,Build quality feels premium and sturdy. Battery backup is solid and lasts all day.,Positive
537,"Camera quality is mediocre, especially indoors. Build quality feels premium and sturdy.",Negative
538,Speakers are loud and clear. Charging is slow compared to competitors.,Neutral
539,Charging is slow compared to competitors. Colors on the screen look washed out.,Negative
540,Battery backup is solid and lasts all day. Gaming performance is average. The display is bright and vibrant.,Positive
541,Call quality is excellent.,Positive
542,Build quality feels premium and sturdy. The display is bright and vibrant. Sound crackles at high volume.,Positive
543,Charging is slow compared to competitors. Gaming performance is average. Build quality feels premium and sturdy.,Neutral
544,Charging is slow compared to competitors. The back panel attracts fingerprints easily.,Negative
545,Phone design is sleek and comfortable to hold. Battery drains faster than expected. Gaming performance is average.,Neutral
546,The display is bright and vibrant. Camera tends to overexpose images sometimes. Speakers are loud and clear.,Positive
547,Phone design is sleek and comfortable to hold.,Negative
548,Performance is super smooth with no lag.,Negative
549,Battery backup is solid and lasts all day. Phone design is sleek and comfortable to hold. Call quality is excellent.,Neutral
550,Display feels dim under sunlight.,Neutral
551,Phone lags when running heavy apps.,Positive
552,Night mode camera shots look impressive. Audio output is weak and lacks bass. Display feels dim under sunlight.,Neutral
553,Camera tends to overexpose images sometimes.,Negative
554,Gaming performance is average. Camera tends to overexpose images sometimes.,Negative
555,Call quality is excellent. Battery heats up during gaming sessions.,Negative
556,Display feels dim under sunlight.,Neutral
557,Multitasking works flawlessly.,Neutral
558,Gaming performance is average.,Negative
559,The back panel attracts fingerprints easily. Multitasking works flawlessly.,Positive
560,Charging is slow compared to competitors. Sound crackles at high volume. Camera tends to overexpose images sometimes.,Neutral
561,Battery drains faster than expected.,Negative
562,Battery heats up during gaming sessions. Colors on the screen look washed out.,Neutral
563,The camera performs exceptionally well in daylight. Phone design is sleek and comfortable to hold.,Positive
564,Call quality is excellent. The back panel attracts fingerprints easily.,Negative
565,The camera performs exceptionally well in daylight. The display is bright and vibrant. The back panel attracts fingerprints easily.,Negative
566,Colors on the screen look washed out. Charging is slow compared to competitors. Phone design is sleek and comfortable to hold.,Positive
567,Audio output is weak and lacks bass. Night mode camera shots look impressive.,Neutral
568,Charging is slow compared to competitors. The back panel attracts fingerprints easily.,Positive
569,Battery backup is solid and lasts all day. The display is bright and vibrant.,Negative
570,Colors on the screen look washed out.,Positive
571,Feels slightly bulky in hand. The display is bright and vibrant. Night mode camera shots look impressive.,Positive
572,Audio output is weak and lacks bass. Smooth display experience because of high refresh rate.,Positive
573,The camera performs exceptionally well in daylight. Gaming performance is average.,Neutral
574,"Camera quality is mediocre, especially indoors. Phone design is sleek and comfortable to hold. The display is bright and vibrant.",Negative
575,Call quality is excellent. Gaming performance is average. Display feels dim under sunlight.,Positive
576,Battery heats up during gaming sessions. Gaming performance is average.,Neutral
577,Feels slightly bulky in hand. Phone lags when running heavy apps. Battery drains faster than expected.,Negative
578,Audio output is weak and lacks bass. Performance is super smooth with no lag.,Negative
579,Camera tends to overexpose images sometimes.,Negative
580,Sound crackles at high volume. Battery heats up during gaming sessions.,Negative
581,Performance is super smooth with no lag.,Negative
582,Battery heats up during gaming sessions. Speakers are loud and clear. Feels slightly bulky in hand.,Negative
583,Build quality feels premium and sturdy. Charging is slow compared to competitors. Speakers are loud and clear.,Positive
584,Gaming performance is average. The camera performs exceptionally well in daylight. Call quality is excellent.,Neutral
585,Battery drains faster than expected. Camera tends to overexpose images sometimes. Display feels dim under sunlight.,Positive
586,Phone lags when running heavy apps.,Negative
587,Sound crackles at high volume. Phone lags when running heavy apps.,Neutral
588,Sound crackles at high volume. Battery backup is solid and lasts all day.,Negative
589,The camera performs exceptionally well in daylight. Multitasking works flawlessly. Charging is slow compared to competitors.,Positive
590,Multitasking works flawlessly. Charging is slow compared to competitors.,Positive
591,"Camera quality is mediocre, especially indoors. Audio output is weak and lacks bass.",Positive
592,Performance is super smooth with no lag. Smooth display experience because of high refresh rate. Battery backup is solid and lasts all day.,Negative
593,Feels slightly bulky in hand. Call quality is excellent. Battery heats up during gaming sessions.,Positive
594,Speakers are loud and clear. Charging is slow compared to competitors.,Negative
595,Build quality feels premium and sturdy.,Neutral
596,Feels slightly bulky in hand. Call quality is excellent. Battery drains faster than expected.,Negative
597,"Audio output is weak and lacks bass. Camera quality is mediocre, especially indoors. The back panel attracts fingerprints easily.",Positive
598,Call quality is excellent. Multitasking works flawlessly.,Positive
599,Call quality is excellent. The camera performs exceptionally well in daylight. Gaming performance is average.,Negative
600,Night mode camera shots look impressive. Sound crackles at high volume.,Positive
601,Battery heats up during gaming sessions. Multitasking works flawlessly. The back panel attracts fingerprints easily.,Negative
602,Gaming performance is average.,Negative
603,Battery drains faster than expected. Audio output is weak and lacks bass. The display is bright and vibrant.,Negative
604,Build quality feels premium and sturdy. Multitasking works flawlessly. Display feels dim under sunlight.,Positive
605,The camera performs exceptionally well in daylight. Speakers are loud and clear.,Positive
606,Colors on the screen look washed out. Audio output is weak and lacks bass.,Negative
607,Colors on the screen look washed out. Battery backup is solid and lasts all day.,Positive
608,"Display feels dim under sunlight. Battery drains faster than expected. Camera quality is mediocre, especially indoors.",Positive
609,Call quality is excellent.,Positive
610,The display is bright and vibrant. Phone design is sleek and comfortable to hold.,Negative
611,Battery backup is solid and lasts all day. Performance is super smooth with no lag.,Positive
612,Colors on the screen look washed out. Build quality feels premium and sturdy.,Negative
613,Charging is slow compared to competitors. Display feels dim under sunlight.,Positive
614,Smooth display experience because of high refresh rate.,Negative
615,Build quality feels premium and sturdy.,Positive
616,Smooth display experience because of high refresh rate. Gaming performance is average. The camera performs exceptionally well in daylight.,Neutral
617,Gaming performance is average.,Neutral
618,Feels slightly bulky in hand. The camera performs exceptionally well in daylight. Call quality is excellent.,Positive
619,Smooth display experience because of high refresh rate.,Negative
620,"Camera quality is mediocre, especially indoors.",Neutral
621,The back panel attracts fingerprints easily. Battery drains faster than expected.,Negative
622,Phone lags when running heavy apps.,Negative
623,Build quality feels premium and sturdy. Gaming performance is average. Night mode camera shots look impressive.,Neutral
624,The display is bright and vibrant. Performance is super smooth with no lag. Battery backup is solid and lasts all day.,Neutral
625,Gaming performance is average. The back panel attracts fingerprints easily. The camera performs exceptionally well in daylight.,Positive
626,Call quality is excellent. Phone design is sleek and comfortable to hold.,Neutral
627,Build quality feels premium and sturdy. Charging is slow compared to competitors.,Positive
628,Colors on the screen look washed out.,Positive
629,Phone lags when running heavy apps. The back panel attracts fingerprints easily.,Neutral
630,Performance is super smooth with no lag. Battery drains faster than expected. The display is bright and vibrant.,Neutral
631,Speakers are loud and clear.,Positive
632,The back panel attracts fingerprints easily.,Neutral
633,Feels slightly bulky in hand.,Neutral
634,The camera performs exceptionally well in daylight. Charging is slow compared to competitors. Feels slightly bulky in hand.,Negative
635,Audio output is weak and lacks bass. The display is bright and vibrant.,Positive
636,Build quality feels premium and sturdy.,Positive
637,Phone design is sleek and comfortable to hold.,Negative
638,Feels slightly bulky in hand. Phone lags when running heavy apps.,Negative
639,Battery drains faster than expected.,Positive
640,Build quality feels premium and sturdy. The display is bright and vibrant.,Neutral
641,Charging is slow compared to competitors.,Negative
642,The back panel attracts fingerprints easily.,Positive
643,Performance is super smooth with no lag. The display is bright and vibrant. Charging is slow compared to competitors.,Neutral
644,Night mode camera shots look impressive. Phone design is sleek and comfortable to hold.,Neutral
645,Smooth display experience because of high refresh rate. Speakers are loud and clear.,Neutral
646,"Camera quality is mediocre, especially indoors.",Positive
647,Night mode camera shots look impressive.,Negative
648,Phone lags when running heavy apps.,Neutral
649,Camera tends to overexpose images sometimes. Performance is super smooth with no lag. Sound crackles at high volume.,Negative
650,Speakers are loud and clear.,Neutral
651,The camera performs exceptionally well in daylight. Feels slightly bulky in hand. Battery heats up during gaming sessions.,Negative
652,The camera performs exceptionally well in daylight. Display feels dim under sunlight.,Neutral
653,The camera performs exceptionally well in daylight.,Positive
654,Battery drains faster than expected.,Neutral
655,Audio output is weak and lacks bass. Smooth display experience because of high refresh rate. The back panel attracts fingerprints easily.,Neutral
656,Feels slightly bulky in hand. Speakers are loud and clear.,Neutral
657,Feels slightly bulky in hand.,Neutral
658,Speakers are loud and clear. Multitasking works flawlessly.,Negative
659,Feels slightly bulky in hand. Sound crackles at high volume. Night mode camera shots look impressive.,Negative
660,Multitasking works flawlessly.,Positive
661,Call quality is excellent. The camera performs exceptionally well in daylight.,Positive
662,Phone design is sleek and comfortable to hold.,Positive
663,Phone design is sleek and comfortable to hold. Battery drains faster than expected. Smooth display experience because of high refresh rate.,Neutral
664,Phone lags when running heavy apps. Audio output is weak and lacks bass. Battery drains faster than expected.,Neutral
665,Performance is super smooth with no lag.,Neutral
666,Multitasking works flawlessly.,Neutral
667,Feels slightly bulky in hand.,Neutral
668,Phone design is sleek and comfortable to hold. Phone lags when running heavy apps. Battery backup is solid and lasts all day.,Positive
669,Speakers are loud and clear. Phone design is sleek and comfortable to hold. Camera tends to overexpose images sometimes.,Neutral
670,Smooth display experience because of high refresh rate.,Negative
671,Camera tends to overexpose images sometimes. Battery drains faster than expected. Sound crackles at high volume.,Neutral
672,Battery drains faster than expected. The camera performs exceptionally well in daylight. Performance is super smooth with no lag.,Positive
673,Feels slightly bulky in hand. Speakers are loud and clear.,Positive
674,Multitasking works flawlessly.,Negative
675,The back panel attracts fingerprints easily. Performance is super smooth with no lag.,Neutral
676,Audio output is weak and lacks bass.,Positive
677,Camera tends to overexpose images sometimes. Phone lags when running heavy apps. Speakers are loud and clear.,Neutral
678,Gaming performance is average. Colors on the screen look washed out.,Positive
679,Feels slightly bulky in hand. Display feels dim under sunlight. Battery backup is solid and lasts all day.,Positive
680,"Charging is slow compared to competitors. Gaming performance is average. Camera quality is mediocre, especially indoors.",Negative
681,Battery drains faster than expected. Audio output is weak and lacks bass.,Positive
682,Speakers are loud and clear.,Positive
683,Sound crackles at high volume. Charging is slow compared to competitors. Display feels dim under sunlight.,Negative
684,The display is bright and vibrant.,Positive
685,Audio output is weak and lacks bass.,Neutral
686,Phone design is sleek and comfortable to hold. Performance is super smooth with no lag.,Negative
687,Battery backup is solid and lasts all day. Call quality is excellent. Build quality feels premium and sturdy.,Negative
688,Phone design is sleek and comfortable to hold. Charging is slow compared to competitors. Multitasking works flawlessly.,Negative
689,Multitasking works flawlessly. Build quality feels premium and sturdy. Charging is slow compared to competitors.,Positive
690,Sound crackles at high volume. Multitasking works flawlessly.,Neutral
691,The camera performs exceptionally well in daylight. Phone design is sleek and comfortable to hold.,Positive
692,Colors on the screen look washed out.,Positive
693,Night mode camera shots look impressive. The display is bright and vibrant. Multitasking works flawlessly.,Neutral
694,Speakers are loud and clear. Charging is slow compared to competitors.,Negative
695,Audio output is weak and lacks bass. Night mode camera shots look impressive.,Neutral
696,Multitasking works flawlessly. Feels slightly bulky in hand. The display is bright and vibrant.,Positive
697,The display is bright and vibrant. Phone design is sleek and comfortable to hold.,Neutral
698,Multitasking works flawlessly.,Negative
699,Sound crackles at high volume. Battery drains faster than expected.,Positive
700,Smooth display experience because of high refresh rate. Sound crackles at high volume.,Neutral
701,The camera performs exceptionally well in daylight. Battery heats up during gaming sessions.,Negative
702,Night mode camera shots look impressive. Gaming performance is average. The back panel attracts fingerprints easily.,Positive
703,Night mode camera shots look impressive. Colors on the screen look washed out.,Negative
704,Battery heats up during gaming sessions.,Neutral
705,Speakers are loud and clear. Battery heats up during gaming sessions.,Neutral
706,The back panel attracts fingerprints easily.,Neutral
707,Display feels dim under sunlight. Performance is super smooth with no lag.,Negative
708,Phone lags when running heavy apps. Battery drains faster than expected.,Negative
709,The camera performs exceptionally well in daylight.,Positive
710,The camera performs exceptionally well in daylight.,Positive
711,The back panel attracts fingerprints easily. Call quality is excellent.,Neutral
712,The camera performs exceptionally well in daylight.,Neutral
713,Camera tends to overexpose images sometimes. Battery backup is solid and lasts all day. Performance is super smooth with no lag.,Neutral
714,Performance is super smooth with no lag. Call quality is excellent.,Neutral
715,"Camera quality is mediocre, especially indoors.",Neutral
716,Battery drains faster than expected. Speakers are loud and clear. Phone lags when running heavy apps.,Positive
717,Smooth display experience because of high refresh rate. Performance is super smooth with no lag. Speakers are loud and clear.,Negative
718,Charging is slow compared to competitors.,Negative
719,Gaming performance is average. Call quality is excellent. Colors on the screen look washed out.,Positive
720,"Camera quality is mediocre, especially indoors.",Positive
721,Call quality is excellent.,Negative
722,Sound crackles at high volume.,Positive
723,Feels slightly bulky in hand.,Positive
724,Phone lags when running heavy apps. Camera tends to overexpose images sometimes.,Neutral
725,"Call quality is excellent. Camera quality is mediocre, especially indoors.",Positive
726,The camera performs exceptionally well in daylight. Charging is slow compared to competitors.,Neutral
727,Battery backup is solid and lasts all day. The display is bright and vibrant. Gaming performance is average.,Positive
728,Smooth display experience because of high refresh rate. Gaming performance is average.,Neutral
729,Build quality feels premium and sturdy.,Neutral
730,Call quality is excellent. Gaming performance is average.,Neutral
731,Battery drains faster than expected. Camera tends to overexpose images sometimes.,Positive
732,Performance is super smooth with no lag. Display feels dim under sunlight. Charging is slow compared to competitors.,Negative
733,Camera tends to overexpose images sometimes. Speakers are loud and clear. Gaming performance is average.,Positive
734,Battery drains faster than expected. Phone design is sleek and comfortable to hold.,Positive
735,The back panel attracts fingerprints easily.,Positive
736,The camera performs exceptionally well in daylight. Multitasking works flawlessly. The display is bright and vibrant.,Neutral
737,Multitasking works flawlessly.,Positive
738,Phone design is sleek and comfortable to hold. Smooth display experience because of high refresh rate.,Positive
739,Battery backup is solid and lasts all day. Gaming performance is average.,Negative
740,The camera performs exceptionally well in daylight.,Neutral
741,Battery heats up during gaming sessions. Speakers are loud and clear. The camera performs exceptionally well in daylight.,Positive
742,Battery backup is solid and lasts all day.,Negative
743,Charging is slow compared to competitors.,Neutral
744,Build quality feels premium and sturdy. Display feels dim under sunlight.,Positive
745,Smooth display experience because of high refresh rate. Battery backup is solid and lasts all day. Night mode camera shots look impressive.,Negative
746,Sound crackles at high volume. Battery drains faster than expected.,Neutral
747,Display feels dim under sunlight. Phone lags when running heavy apps. The camera performs exceptionally well in daylight.,Negative
748,Night mode camera shots look impressive. Build quality feels premium and sturdy.,Negative
749,Feels slightly bulky in hand. Colors on the screen look washed out.,Negative
750,Display feels dim under sunlight. Charging is slow compared to competitors. Gaming performance is average.,Negative
751,Call quality is excellent. Charging is slow compared to competitors.,Positive
752,Camera tends to overexpose images sometimes.,Positive
753,The back panel attracts fingerprints easily.,Neutral
754,The display is bright and vibrant. Speakers are loud and clear. Build quality feels premium and sturdy.,Positive
755,Night mode camera shots look impressive. Colors on the screen look washed out. The back panel attracts fingerprints easily.,Neutral
756,Feels slightly bulky in hand.,Negative
757,Gaming performance is average. Call quality is excellent.,Positive
758,"Camera quality is mediocre, especially indoors.",Neutral
759,The camera performs exceptionally well in daylight.,Negative
760,The back panel attracts fingerprints easily.,Negative
761,Phone lags when running heavy apps. Feels slightly bulky in hand.,Negative
762,Display feels dim under sunlight.,Neutral
763,Call quality is excellent.,Positive
764,Colors on the screen look washed out.,Negative
765,Battery heats up during gaming sessions. The display is bright and vibrant. The camera performs exceptionally well in daylight.,Neutral
766,Battery drains faster than expected. Audio output is weak and lacks bass.,Neutral
767,Battery heats up during gaming sessions.,Positive
768,"Camera quality is mediocre, especially indoors.",Negative
769,The camera performs exceptionally well in daylight.,Neutral
770,Sound crackles at high volume. Build quality feels premium and sturdy.,Negative
771,Battery heats up during gaming sessions.,Neutral
772,Gaming performance is average.,Positive
773,Phone design is sleek and comfortable to hold. Audio output is weak and lacks bass.,Negative
774,Audio output is weak and lacks bass.,Positive
775,Smooth display experience because of high refresh rate. Feels slightly bulky in hand. Camera tends to overexpose images sometimes.,Positive
776,Speakers are loud and clear.,Neutral
777,Battery backup is solid and lasts all day. Phone lags when running heavy apps.,Negative
778,Display feels dim under sunlight. Battery heats up during gaming sessions.,Neutral
779,Feels slightly bulky in hand. The display is bright and vibrant.,Positive
780,Performance is super smooth with no lag. Charging is slow compared to competitors. Phone design is sleek and comfortable to hold.,Negative
781,Smooth display experience because of high refresh rate. Camera tends to overexpose images sometimes. Charging is slow compared to competitors.,Neutral
782,Build quality feels premium and sturdy.,Negative
783,The back panel attracts fingerprints easily. The camera performs exceptionally well in daylight.,Negative
784,The display is bright and vibrant. Audio output is weak and lacks bass. Gaming performance is average.,Positive
785,Multitasking works flawlessly.,Negative
786,Display feels dim under sunlight.,Negative
787,Battery heats up during gaming sessions. Speakers are loud and clear. Phone design is sleek and comfortable to hold.,Neutral
788,Night mode camera shots look impressive. Phone lags when running heavy apps.,Neutral
789,Feels slightly bulky in hand.,Neutral
790,Display feels dim under sunlight. Battery heats up during gaming sessions.,Neutral
791,Display feels dim under sunlight.,Neutral
792,Display feels dim under sunlight. Performance is super smooth with no lag. Call quality is excellent.,Positive
793,Build quality feels premium and sturdy.,Neutral
794,Camera tends to overexpose images sometimes.,Positive
795,Battery drains faster than expected. The back panel attracts fingerprints easily.,Neutral
796,Camera tends to overexpose images sometimes. Multitasking works flawlessly. Sound crackles at high volume.,Negative
797,Display feels dim under sunlight.,Negative
798,The display is bright and vibrant. Sound crackles at high volume.,Neutral
799,The camera performs exceptionally well in daylight. Charging is slow compared to competitors.,Negative
800,The camera performs exceptionally well in daylight.,Neutral
801,Colors on the screen look washed out. Charging is slow compared to competitors. Phone lags when running heavy apps.,Neutral
802,Build quality feels premium and sturdy. Audio output is weak and lacks bass.,Positive
803,Camera tends to overexpose images sometimes.,Positive
804,Call quality is excellent. Feels slightly bulky in hand. Phone lags when running heavy apps.,Negative
805,Battery backup is solid and lasts all day. Sound crackles at high volume. The back panel attracts fingerprints easily.,Positive
806,Build quality feels premium and sturdy. Gaming performance is average. Display feels dim under sunlight.,Neutral
807,Build quality feels premium and sturdy.,Positive
808,"Smooth display experience because of high refresh rate. Gaming performance is average. Camera quality is mediocre, especially indoors.",Negative
809,"Camera quality is mediocre, especially indoors. Feels slightly bulky in hand. Phone lags when running heavy apps.",Neutral
810,Build quality feels premium and sturdy. Charging is slow compared to competitors. Speakers are loud and clear.,Neutral
811,Call quality is excellent. Build quality feels premium and sturdy.,Positive
812,Sound crackles at high volume. Multitasking works flawlessly.,Positive
813,Audio output is weak and lacks bass. Colors on the screen look washed out. Battery backup is solid and lasts all day.,Positive
814,Display feels dim under sunlight. Speakers are loud and clear.,Positive
815,Speakers are loud and clear. The display is bright and vibrant.,Neutral
816,Phone lags when running heavy apps. Phone design is sleek and comfortable to hold.,Neutral
817,Display feels dim under sunlight.,Negative
818,"Camera quality is mediocre, especially indoors. Performance is super smooth with no lag. Phone design is sleek and comfortable to hold.",Positive
819,Speakers are loud and clear. Build quality feels premium and sturdy.,Negative
820,Audio output is weak and lacks bass. Phone lags when running heavy apps.,Positive
821,The camera performs exceptionally well in daylight. Display feels dim under sunlight.,Negative
822,The back panel attracts fingerprints easily. Sound crackles at high volume. Smooth display experience because of high refresh rate.,Positive
823,"Display feels dim under sunlight. Camera quality is mediocre, especially indoors. Call quality is excellent.",Positive
824,"Camera quality is mediocre, especially indoors. The display is bright and vibrant.",Neutral
825,Audio output is weak and lacks bass.,Neutral
826,Night mode camera shots look impressive.,Negative
827,Gaming performance is average.,Positive
828,Phone lags when running heavy apps. Night mode camera shots look impressive.,Positive
829,Phone design is sleek and comfortable to hold.,Negative
830,Performance is super smooth with no lag. Build quality feels premium and sturdy.,Positive
831,Sound crackles at high volume.,Neutral
832,The back panel attracts fingerprints easily.,Positive
833,Speakers are loud and clear.,Negative
834,Colors on the screen look washed out.,Negative
835,Smooth display experience because of high refresh rate.,Negative
836,Smooth display experience because of high refresh rate. Gaming performance is average.,Neutral
837,Battery heats up during gaming sessions. Audio output is weak and lacks bass. Colors on the screen look washed out.,Positive
838,The back panel attracts fingerprints easily.,Positive
839,Battery backup is solid and lasts all day. Speakers are loud and clear. Gaming performance is average.,Positive
840,Colors on the screen look washed out. Build quality feels premium and sturdy. Multitasking works flawlessly.,Positive
841,Feels slightly bulky in hand. Multitasking works flawlessly.,Neutral
842,"Phone design is sleek and comfortable to hold. Multitasking works flawlessly. Camera quality is mediocre, especially indoors.",Negative
843,Colors on the screen look washed out. Night mode camera shots look impressive. Gaming performance is average.,Positive
844,Phone design is sleek and comfortable to hold. Display feels dim under sunlight. Speakers are loud and clear.,Negative
845,Multitasking works flawlessly.,Negative
846,Display feels dim under sunlight. Battery backup is solid and lasts all day.,Neutral
847,Phone design is sleek and comfortable to hold. Camera tends to overexpose images sometimes.,Positive
848,Build quality feels premium and sturdy. Battery backup is solid and lasts all day. Multitasking works flawlessly.,Positive
849,Call quality is excellent.,Positive
850,Phone design is sleek and comfortable to hold.,Positive
851,Smooth display experience because of high refresh rate. Charging is slow compared to competitors. Camera tends to overexpose images sometimes.,Neutral
852,The display is bright and vibrant.,Positive
853,Night mode camera shots look impressive. Speakers are loud and clear. Battery backup is solid and lasts all day.,Positive
854,Gaming performance is average. Sound crackles at high volume.,Neutral
855,"Camera quality is mediocre, especially indoors.",Negative
856,Battery drains faster than expected. Performance is super smooth with no lag.,Neutral
857,Phone design is sleek and comfortable to hold. Performance is super smooth with no lag. Battery heats up during gaming sessions.,Neutral
858,Colors on the screen look washed out.,Positive
859,Feels slightly bulky in hand. Phone lags when running heavy apps.,Negative
860,Colors on the screen look washed out. Phone lags when running heavy apps. Battery heats up during gaming sessions.,Positive
861,Battery backup is solid and lasts all day. Phone lags when running heavy apps.,Positive
862,Call quality is excellent. Battery drains faster than expected. Feels slightly bulky in hand.,Neutral
863,Battery drains faster than expected. Smooth display experience because of high refresh rate.,Neutral
864,Performance is super smooth with no lag. The camera performs exceptionally well in daylight.,Positive
865,Phone lags when running heavy apps. Call quality is excellent. The camera performs exceptionally well in daylight.,Negative
866,Phone design is sleek and comfortable to hold.,Negative
867,Gaming performance is average. Phone design is sleek and comfortable to hold.,Neutral
868,Charging is slow compared to competitors. The camera performs exceptionally well in daylight. Display feels dim under sunlight.,Positive
869,Battery heats up during gaming sessions. Phone lags when running heavy apps. The back panel attracts fingerprints easily.,Positive
870,Performance is super smooth with no lag. Camera tends to overexpose images sometimes.,Positive
871,Battery backup is solid and lasts all day.,Positive
872,Build quality feels premium and sturdy. Performance is super smooth with no lag. Colors on the screen look washed out.,Neutral
873,Phone lags when running heavy apps. Build quality feels premium and sturdy.,Neutral
874,Battery backup is solid and lasts all day. The display is bright and vibrant.,Neutral
875,Battery backup is solid and lasts all day. Feels slightly bulky in hand.,Neutral
876,Phone design is sleek and comfortable to hold. Battery heats up during gaming sessions.,Positive
877,Call quality is excellent.,Neutral
878,Battery heats up during gaming sessions. Colors on the screen look washed out. Audio output is weak and lacks bass.,Negative
879,Performance is super smooth with no lag. Colors on the screen look washed out. Feels slightly bulky in hand.,Positive
880,The back panel attracts fingerprints easily. Sound crackles at high volume.,Negative
881,Audio output is weak and lacks bass. The display is bright and vibrant. Phone design is sleek and comfortable to hold.,Neutral
882,Battery drains faster than expected.,Neutral
883,The display is bright and vibrant. Multitasking works flawlessly. Call quality is excellent.,Positive
884,Build quality feels premium and sturdy.,Negative
885,Battery backup is solid and lasts all day. Speakers are loud and clear.,Negative
886,The camera performs exceptionally well in daylight. Build quality feels premium and sturdy.,Positive
887,Sound crackles at high volume. Night mode camera shots look impressive.,Negative
888,"Camera quality is mediocre, especially indoors.",Positive
889,Audio output is weak and lacks bass. Colors on the screen look washed out.,Positive
890,Gaming performance is average. The camera performs exceptionally well in daylight.,Negative
891,Battery heats up during gaming sessions. Night mode camera shots look impressive.,Neutral
892,Display feels dim under sunlight. Audio output is weak and lacks bass. Camera tends to overexpose images sometimes.,Neutral
893,Call quality is excellent. The display is bright and vibrant.,Positive
894,"Camera quality is mediocre, especially indoors.",Positive
895,"Camera quality is mediocre, especially indoors. The back panel attracts fingerprints easily.",Negative
896,Call quality is excellent. Phone design is sleek and comfortable to hold.,Neutral
897,Phone lags when running heavy apps. The camera performs exceptionally well in daylight.,Neutral
898,Multitasking works flawlessly. Battery drains faster than expected.,Neutral
899,"Feels slightly bulky in hand. Performance is super smooth with no lag. Camera quality is mediocre, especially indoors.",Positive
900,Colors on the screen look washed out. Call quality is excellent.,Neutral
901,Gaming performance is average. Night mode camera shots look impressive. Smooth display experience because of high refresh rate.,Positive
902,Audio output is weak and lacks bass. Performance is super smooth with no lag.,Positive
903,Gaming performance is average.,Positive
904,"Camera quality is mediocre, especially indoors.",Neutral
905,Sound crackles at high volume. Phone lags when running heavy apps. Battery backup is solid and lasts all day.,Positive
906,Gaming performance is average.,Neutral
907,Battery backup is solid and lasts all day. The display is bright and vibrant.,Negative
908,Multitasking works flawlessly.,Negative
909,"Performance is super smooth with no lag. Camera quality is mediocre, especially indoors. The back panel attracts fingerprints easily.",Negative
910,Performance is super smooth with no lag. The display is bright and vibrant. Feels slightly bulky in hand.,Neutral
911,Multitasking works flawlessly.,Positive
912,"Camera quality is mediocre, especially indoors.",Negative
913,Gaming performance is average. Smooth display experience because of high refresh rate. Sound crackles at high volume.,Positive
914,Display feels dim under sunlight. Sound crackles at high volume. Camera tends to overexpose images sometimes.,Neutral
915,Battery drains faster than expected. The display is bright and vibrant.,Neutral
916,Sound crackles at high volume.,Neutral
917,Night mode camera shots look impressive. Charging is slow compared to competitors.,Neutral
